# er-catalog-v1
Meta	0	data_version	api-3acdbbe75d1ba8bf6e0c4c1f
Meta	0	patch_version	API 미제공
Meta	0	source	https://open-api.bser.io/v2/data/{metaType}; /v1/l10n/Korean
Meta	0	manifest	{"data_version":"api-3acdbbe75d1ba8bf6e0c4c1f","game_patch_version":"not-provided-by-api","localization":{"content_sha256":"316dfbca4aecc9d3cd89ae2c02c80b591b26b64fa7a3f1802d55c31cf968e06b","language":"Korean"},"retrieved_at_utc":"2026-09-09T05:11:58.661564+00:00","schema_version":1,"source_document":"https://developer.eternalreturn.io/static/media/OpenAPI_KR_20260724.html","source_hash_sha256":"4dfe39696ea5cf3c4d29366e127b16b6f5f662aa1c3ccd4a959e9ce5bc399c26","source_table_hashes":{"ActionCost":3341957167,"Area":2115631344,"BattleZoneReward":153833242,"BulletCapacity":877890691,"Character":1555866494,"CharacterAttributes":4040370843,"CharacterExp":3451957152,"CharacterLevelUpStat":3819545574,"CharacterMastery":2664335958,"CharacterModeModifier":1286500184,"CharacterSkin":3569220871,"Collectible":431224152,"DropGroup":3314044861,"GainExp":240814443,"GainScore":2845206178,"GameTip":2993214349,"InfusionProduct":4064360976,"ItemArmor":3814452203,"ItemConsumable":720415898,"ItemMisc":694215326,"ItemSearchOptionV2":3298217234,"ItemSpawn":2541856499,"ItemSpecial":2216410395,"ItemWeapon":607178826,"Level":1502997333,"LoadingTip":2248326085,"MasteryExp":3546245221,"MasteryLevel":1444311939,"MasteryStat":3666377076,"Monster":3673911555,"MonsterDropGroup":4214529980,"MonsterLevelUpStat":1393651738,"MonsterSpawnLevel":2079760701,"NaviCollectAndHunt":3054967036,"NearByArea":4056883788,"RandomEquipment":4166402701,"RecommendedList":3049225286,"Season":2078916007,"SummonObjectStat":1876929357,"TacticalSkillSet":2824985533,"TacticalSkillSetGroup":3588976340,"Trait":1913354447,"VFCredit":4080229911,"WeaponTypeInfo":3837718881},"tables":{"Character":{"content_sha256":"73c4a6ace4437cc46b957ed2361eeb241462af40214c5bcd4407e456d90050cd","source_hash":1555866494},"CharacterAttributes":{"content_sha256":"675186d1d96f7a1c24a535102213967cc79a695f432cb60c23766180442d700c","source_hash":4040370843},"CharacterLevelUpStat":{"content_sha256":"accff79722823f9cbf0b89448e35bd231f019d5edd2b2ded46400cc61b2d421d","source_hash":3819545574},"CharacterMastery":{"content_sha256":"a57eefa42ca88061c277f143e53894a6c48e11c1f11cf1172c327ea6efe1ea77","source_hash":2664335958},"CharacterModeModifier":{"content_sha256":"6fbbaf3c4db67bfa6dcef4bbcf1cdfa3d8573fa30f41b983d72c3f98a10f516c","source_hash":1286500184},"ItemArmor":{"content_sha256":"3150ed2e95c83301e049ba8cbcc8399b0e4046919e7996dca770733e888ac6ff","source_hash":3814452203},"ItemWeapon":{"content_sha256":"24615fb1fda751d8a801c9fac0adf0f454580900840d3039e75ed960706a2628","source_hash":607178826},"Level":{"content_sha256":"f3b2815a38d58b433c2da92a7abf2fe5ac82f86375477b02f534522ffad6968b","source_hash":1502997333},"MasteryLevel":{"content_sha256":"e4a4978eb4f93a6376a8f8c5526a718b2805eb0a80bbfc3e45db63f7e34be86d","source_hash":1444311939},"MasteryStat":{"content_sha256":"d5c51e2d73d4782ee65cfe73b95f05970257b7057352f69d303531a238957d5a","source_hash":3666377076},"Trait":{"content_sha256":"cee10f0ed59e67dc43d419011fcaaa9696730231279f996a49e6c7aa41ba7e50","source_hash":1913354447},"WeaponTypeInfo":{"content_sha256":"3cfcef0f9485db6c68b46d2f1f6eaf6ecb59fec41a057cc85167ac80dac470d7","source_hash":3837718881}}}
Character	0	adaptiveForce	0
Character	0	attackPower	36
Character	0	attackSpeed	0.1
Character	0	attackSpeedLimit	2.5
Character	0	attackSpeedMin	0
Character	0	attackSpeedRatio	0
Character	0	charArcheType1	Warrior
Character	0	charArcheType2	None
Character	0	code	1
Character	0	comboTime	1
Character	0	defense	50
Character	0	forcedComboAttack	true
Character	0	hpRegen	1.28
Character	0	increaseBasicAttackDamageRatio	0
Character	0	initExtraPoint	0
Character	0	initStateDisplayIndex	-1
Character	0	isUIPlayerStatusBarStaminaFilled	false
Character	0	isUIPlayerStatusBarVitalityFilled	false
Character	0	lobbySubObject	
Character	0	localScaleInCutscene	65
Character	0	localScaleInVictoryScene	S
Character	0	maxExtraPoint	0
Character	0	maxHp	940
Character	0	maxVp	0
Character	0	moveSpeed	3.5
Character	0	name	Jackie
Character	0	pathingRadius	0.4
Character	0	preventBasicAttackDamagedRatio	0
Character	0	preventSkillDamagedRatio	0
Character	0	radius	0.4
Character	0	resource	Jackie
Character	0	sightRange	8.5
Character	0	skillAmp	0
Character	0	skillAmpRatio	0
Character	0	strLearnStartSkill	Passive,Attack,SpecialSkill
Character	0	strUsePointLearnStartSkill	
Character	0	uiHeight	2.6
Character	0	vpRegen	0
Character	0	weaponRangeType	Melee
Character	0	_name	재키
Character	0	_description	
Character	1	adaptiveForce	0
Character	1	attackPower	40
Character	1	attackSpeed	0.11
Character	1	attackSpeedLimit	2.5
Character	1	attackSpeedMin	0
Character	1	attackSpeedRatio	0
Character	1	charArcheType1	Mage
Character	1	charArcheType2	Marksman
Character	1	code	2
Character	1	comboTime	0
Character	1	defense	51
Character	1	forcedComboAttack	true
Character	1	hpRegen	0.75
Character	1	increaseBasicAttackDamageRatio	0
Character	1	initExtraPoint	0
Character	1	initStateDisplayIndex	-1
Character	1	isUIPlayerStatusBarStaminaFilled	false
Character	1	isUIPlayerStatusBarVitalityFilled	false
Character	1	lobbySubObject	
Character	1	localScaleInCutscene	65
Character	1	localScaleInVictoryScene	S
Character	1	maxExtraPoint	0
Character	1	maxHp	905
Character	1	maxVp	0
Character	1	moveSpeed	3.55
Character	1	name	Aya
Character	1	pathingRadius	0.4
Character	1	preventBasicAttackDamagedRatio	0
Character	1	preventSkillDamagedRatio	0
Character	1	radius	0.4
Character	1	resource	Aya
Character	1	sightRange	8.5
Character	1	skillAmp	0
Character	1	skillAmpRatio	0
Character	1	strLearnStartSkill	Passive,Attack,SpecialSkill
Character	1	strUsePointLearnStartSkill	
Character	1	uiHeight	2.6
Character	1	vpRegen	0
Character	1	weaponRangeType	Range
Character	1	_name	아야
Character	1	_description	
Character	2	adaptiveForce	0
Character	2	attackPower	40
Character	2	attackSpeed	0.18
Character	2	attackSpeedLimit	2.5
Character	2	attackSpeedMin	0
Character	2	attackSpeedRatio	0
Character	2	charArcheType1	Warrior
Character	2	charArcheType2	None
Character	2	code	3
Character	2	comboTime	0
Character	2	defense	54
Character	2	forcedComboAttack	true
Character	2	hpRegen	1.8
Character	2	increaseBasicAttackDamageRatio	0
Character	2	initExtraPoint	0
Character	2	initStateDisplayIndex	-1
Character	2	isUIPlayerStatusBarStaminaFilled	false
Character	2	isUIPlayerStatusBarVitalityFilled	false
Character	2	lobbySubObject	
Character	2	localScaleInCutscene	65
Character	2	localScaleInVictoryScene	S
Character	2	maxExtraPoint	3
Character	2	maxHp	1000
Character	2	maxVp	0
Character	2	moveSpeed	3.55
Character	2	name	Fiora
Character	2	pathingRadius	0.4
Character	2	preventBasicAttackDamagedRatio	0
Character	2	preventSkillDamagedRatio	0
Character	2	radius	0.4
Character	2	resource	Fiora
Character	2	sightRange	8.5
Character	2	skillAmp	0
Character	2	skillAmpRatio	0
Character	2	strLearnStartSkill	Passive,Attack,SpecialSkill
Character	2	strUsePointLearnStartSkill	
Character	2	uiHeight	2.75
Character	2	vpRegen	0
Character	2	weaponRangeType	Melee
Character	2	_name	피오라
Character	2	_description	
Character	3	adaptiveForce	0
Character	3	attackPower	44
Character	3	attackSpeed	0.16
